bundle_id,member_lexemes_fixed_expressions,surface_forms_by_language,semantic_function,introduction_lesson_id,prerequisite_bundle_ids,mode,associated_world_id,associated_point_id,permitted_use_after_introduction,status
LEX-W-OBJ-002,"[""ownership"",""belonging""]","{""en-US"":[""ownership"",""belonging""]}",Ownership/belonging. An object can belong to a person or other recognized owner; owner and object are distinct.,L024,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-OBJ-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-OBJ-003,"[""properties"",""identity""]","{""en-US"":[""properties"",""identity""]}","Properties vs identity. Color, size, and shape are properties of an object; changing a property description does not automatically create a new object.",L012,"[""LEX-P-ID-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-Q-007"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-OBJ-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ONT-001,"[""mind"",""person"",""device"",""Ninereeds is Ninereeds"",""Ninereeds is a mind"",""Errol is a mind""]","{""en-US"":[""mind"",""person"",""device"",""Ninereeds is Ninereeds"",""Ninereeds is a mind"",""Errol is a mind""]}","Mind/person/device distinctions. Minds, people, and devices are not interchangeable categories; Ninereeds and Errol are curricular instances of minds.",L001,"[""LEX-W-CHR-001"",""LEX-P-ID-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ONT-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ONT-002,"[""data transfer"",""Errol travels"",""message travels"",""different events""]","{""en-US"":[""data transfer"",""Errol travels"",""message travels"",""different events""]}",Mind transfer vs message transfer. Errol may travel by data transfer; a message may travel without Errol traveling. These are distinct events.,L031,"[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-COM-001"",""LEX-P-PRON-001"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ONT-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ONT-003,"[""copying"",""data"",""moving"",""operations"",""sameness"",""information"",""need""]","{""en-US"":[""copying"",""data"",""moving"",""operations"",""sameness"",""information"",""need""]}",Copying data and moving data are different operations; sameness of information need not imply sameness of physical instance.,L201,"[""LEX-W-ONT-002"",""LEX-P-DISC-001"",""LEX-P-ID-001"",""LEX-W-COMP-002"",""LEX-P-COMP-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-ONT-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ONT-004,"[""interface"",""device"",""replacement"",""need"",""itself"",""define"",""identity"",""continuity""]","{""en-US"":[""interface"",""device"",""replacement"",""need"",""itself"",""define"",""identity"",""continuity""]}",Interface or device replacement need not by itself define identity or continuity; metaphysical conclusions remain explicitly out of scope.,L208,"[""LEX-W-ONT-003"",""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-W-ONT-002"",""LEX-P-DISC-001"",""LEX-W-ONT-001"",""LEX-W-REP-001"",""LEX-P-COMP-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ONT-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-001,"[""pushes"",""pulls"",""motion""]","{""en-US"":[""pushes"",""pulls"",""motion""]}","Pushes, pulls, and motion. Interactions such as pushes and pulls can start, stop, or change observable motion.",L099,"[""LEX-P-ID-001"",""LEX-P-DESC-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-W-EVT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-002,"[""speed"",""compares"",""rates"",""motion""]","{""en-US"":[""speed"",""compares"",""rates"",""motion""]}",Speed compares rates of motion.,L101,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-PHY-001"",""LEX-P-DET-002"",""LEX-W-MATH-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-003,"[""machines"",""alter"",""forces"",""applied"",""decomposed"",""lever"",""pulley"",""inclined-plane""]","{""en-US"":[""machines"",""alter"",""forces"",""applied"",""decomposed"",""lever"",""pulley"",""inclined-plane""]}",Simple machines alter how forces are applied; decomposed by lever/pulley/inclined-plane examples rather than one vocabulary dump.,L102,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-PHY-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-004,"[""magnets"",""interact"",""some"",""materials"",""others""]","{""en-US"":[""magnets"",""interact"",""some"",""materials"",""others""]}",Magnets interact with some materials and not others.,L104,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-MAT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-005,"[""light"",""enables"",""visual"",""perception"",""objects"",""sources"",""paths""]","{""en-US"":[""light"",""enables"",""visual"",""perception"",""objects"",""sources"",""paths""]}","Light enables ordinary visual perception of objects; sources, paths, and objects are distinct.",L231,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-006,"[""shadows"",""arise"",""light"",""paths"",""blocked"",""shadow"",""object"",""identical""]","{""en-US"":[""shadows"",""arise"",""light"",""paths"",""blocked"",""shadow"",""object"",""identical""]}",Shadows arise when light paths are blocked; shadow and object are not identical.,L233,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-PHY-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-007,"[""sound"",""vibration"",""causally"",""related"",""observable"",""systems""]","{""en-US"":[""sound"",""vibration"",""causally"",""related"",""observable"",""systems""]}",Sound and vibration are causally related in simple observable systems.,L106,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-PHY-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-008,"[""circuit"",""contains"",""connected"",""components"",""whose"",""arrangement"",""affects"",""operation""]","{""en-US"":[""circuit"",""contains"",""connected"",""components"",""whose"",""arrangement"",""affects"",""operation""]}",A simple circuit contains connected components whose arrangement affects operation.,L107,"[""LEX-P-ID-001"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PHY-009,"[""energy"",""sources"",""supply"",""processes"",""systems"",""descriptive""]","{""en-US"":[""energy"",""sources"",""supply"",""processes"",""systems"",""descriptive""]}",Energy sources supply energy to processes/systems at an introductory descriptive level.,L108,"[""LEX-P-DET-002"",""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-W-PHY-008""]",RECEPTIVE_THEN_PRODUCTIVE,W-PHY-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PSY-001,"[""need"",""want""]","{""en-US"":[""need"",""want""]}",Need vs want. Needing something and preferring/wanting it are different relations.,L056,"[""LEX-P-TNS-002"",""LEX-P-NEG-001"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-W-EVT-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-PSY-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-PSY-002,"[""agents"",""act"",""toward"",""goals"",""reasons"",""motives""]","{""en-US"":[""agents"",""act"",""toward"",""goals"",""reasons"",""motives""]}",Agents can act toward goals for reasons/motives.,L183,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-W-PSY-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-PSY-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-REG-001,"[""appropriate"",""expression"",""vary"",""partner"",""setting"",""purpose"",""degree"",""formality""]","{""en-US"":[""appropriate"",""expression"",""vary"",""partner"",""setting"",""purpose"",""degree"",""formality""]}","Appropriate expression can vary by partner, setting, purpose, and degree of formality.",L216,"[""LEX-W-SOC-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-SOC-002"",""LEX-W-SOC-001"",""LEX-P-PRON-001"",""LEX-W-SOC-003""]",RECEPTIVE_THEN_PRODUCTIVE,W-REG-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-REP-001,"[""symbol"",""icon"",""picture"",""represents"",""is not""]","{""en-US"":[""symbol"",""icon"",""picture"",""represents"",""is not""]}",Representation vs referent. An icon or picture may represent Errol without being Errol.,L027,"[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-003"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-REP-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-REP-002,"[""map"",""place"",""symbol"",""route"",""School"",""Meadow Path""]","{""en-US"":[""map"",""place"",""symbol"",""route"",""School"",""Meadow Path""]}","Maps as representations of places. A map is not the place itself; marks and symbols can represent locations and routes. The School is at the far end of the Meadow Path, and the supplied world-bible topology is authoritative.",L128,"[""LEX-P-ID-001"",""LEX-W-GEO-001"",""LEX-P-DESC-001"",""LEX-W-REP-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-REP-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-REP-003,"[""signs"",""icons"",""labels"",""symbols"",""use"",""representational"",""conventions""]","{""en-US"":[""signs"",""icons"",""labels"",""symbols"",""use"",""representational"",""conventions""]}","Signs, icons, labels, and symbols use representational conventions.",L157,"[""LEX-P-ID-001"",""LEX-W-REP-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-REP-001"",""LEX-W-REP-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-REP-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-REP-004,"[""scientific"",""computational"",""models"",""simplified"",""representations"",""whose"",""omissions"",""purposes""]","{""en-US"":[""scientific"",""computational"",""models"",""simplified"",""representations"",""whose"",""omissions"",""purposes""]}",Scientific/computational models are simplified representations whose omissions and purposes matter.,L268,"[""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002"",""LEX-W-REP-001"",""LEX-W-REP-003"",""LEX-P-REP-001"",""LEX-W-REP-002"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-REP-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SEC-001,"[""authentication"",""access"",""privacy"",""concern"",""allowed"",""information"",""systems""]","{""en-US"":[""authentication"",""access"",""privacy"",""concern"",""allowed"",""information"",""systems""]}",Authentication/access/privacy concern who is allowed to access information or systems.,L205,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-CIV-001"",""LEX-W-COMP-002"",""LEX-P-DET-002"",""LEX-W-COMP-003"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SEC-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-001,"[""known"",""unknown"",""person""]","{""en-US"":[""known"",""unknown"",""person""]}",Known vs unknown person. A person may be known to one participant and unknown to another; introducing someone changes that relation.,L047,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-NEG-001"",""LEX-P-Q-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-002,"[""understand"",""does not understand"",""communication breakdown""]","{""en-US"":[""understand"",""does not understand"",""communication breakdown""]}",Communication breakdown. A hearer/reader may fail to understand even when a message was produced; participants can notice the failure.,L033,"[""LEX-P-ID-001"",""LEX-P-NEG-001"",""LEX-P-COM-001"",""LEX-P-DET-002"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-003,"[""cooperation""]","{""en-US"":[""cooperation""]}",Cooperation. Multiple agents can share a goal and perform complementary actions or help one another.,L049,"[""LEX-W-CHR-001"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-004,"[""disagreement"",""conflict""]","{""en-US"":[""disagreement"",""conflict""]}","Disagreement and conflict. Agents can disagree about facts, preferences, or plans without being different identities or necessarily being enemies.",L185,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-EPI-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-005,"[""promise"",""commitment""]","{""en-US"":[""promise"",""commitment""]}",Promise/commitment. A promise connects a speaker now with an intended later action.,L079,"[""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-W-SOC-003"",""LEX-P-DET-002"",""LEX-P-TIME-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-006,"[""trust"",""reliability""]","{""en-US"":[""trust"",""reliability""]}",Trust and reliability. Expectations about another agent may be influenced by whether prior commitments or claims proved reliable; trust is not certainty.,L292,"[""LEX-W-EPI-002"",""LEX-P-ID-001"",""LEX-P-CERTAINTY-001"",""LEX-W-SOC-005"",""LEX-P-TNS-003"",""LEX-P-EPI-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-007,"[""fairness""]","{""en-US"":[""fairness""]}","Fairness. Fairness concerns how rules, turns, resources, or reasons apply to participants; it is not reducible in every case to identical outcomes.",L188,"[""LEX-W-SOC-004"",""LEX-P-QNT-003"",""LEX-P-ID-001"",""LEX-P-CMP-001"",""LEX-W-SOC-003"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-008,"[""households"",""relationships"",""social"",""assumptions"",""about"",""universal"",""household"",""structure""]","{""en-US"":[""households"",""relationships"",""social"",""assumptions"",""about"",""universal"",""household"",""structure""]}","Households and family relationships are social relations, not assumptions about universal household structure.",L141,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-009,"[""clubs"",""teams"",""organizations"",""other"",""groups"",""have"",""membership""]","{""en-US"":[""clubs"",""teams"",""organizations"",""other"",""groups"",""have"",""membership""]}","Clubs, teams, organizations, and other groups have membership relations.",L142,"[""LEX-W-SOC-003"",""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-010,"[""occupations"",""describe"",""roles"",""work"",""people"",""perform"",""person"",""occupation""]","{""en-US"":[""occupations"",""describe"",""roles"",""work"",""people"",""perform"",""person"",""occupation""]}",Occupations describe roles/work people perform; person and occupation are distinct.,L053,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-011,"[""public"",""services"",""perform"",""functions"",""communities""]","{""en-US"":[""public"",""services"",""perform"",""functions"",""communities""]}",Public services perform functions for communities.,L143,"[""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002"",""LEX-W-SOC-010""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-011,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SOC-012,"[""institutions"",""schools"",""libraries"",""clinics"",""banks"",""organized"",""social"",""places""]","{""en-US"":[""institutions"",""schools"",""libraries"",""clinics"",""banks"",""organized"",""social"",""places""]}","Institutions such as schools, libraries, clinics, and banks are organized social places/functions.",L144,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-SOC-011"",""LEX-P-PRON-001"",""LEX-W-GEO-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-SOC-012,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-SYS-001,"[""objects"",""systems"",""contain"",""parts"",""part"",""whole"",""member"",""material""]","{""en-US"":[""objects"",""systems"",""contain"",""parts"",""part"",""whole"",""member"",""material""]}","Objects/systems can contain parts; part, whole, member, material, and component relations must not be conflated.",L112,"[""LEX-P-CLASS-001"",""LEX-P-ID-001"",""LEX-W-ENG-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-SYS-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TEC-001,"[""Gran"",""Gran's phone"",""phone"",""device"",""communicates through""]","{""en-US"":[""Gran"",""Gran's phone"",""phone"",""device"",""communicates through""]}",Communication device. Errol communicates through Gran's phone; the phone is an ordinary device and is not Errol.,L026,"[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DET-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TEC-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TEC-002,"[""tools"",""designed"",""functions""]","{""en-US"":[""tools"",""designed"",""functions""]}",Tools and designed functions. A tool is an object used to perform an action or purpose; the tool is distinct from the user and result.,L035,"[""LEX-W-TEC-001"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TEC-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TIME-001,"[""clocks"",""dates"",""calendars"",""conventional"",""temporal"",""coordinates""]","{""en-US"":[""clocks"",""dates"",""calendars"",""conventional"",""temporal"",""coordinates""]}","Clocks, dates, calendars, and conventional temporal coordinates.",L054,"[""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-EVT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TIME-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TIME-002,"[""before"",""after"",""duration"",""order"",""events"",""without"",""collapsing"",""them""]","{""en-US"":[""before"",""after"",""duration"",""order"",""events"",""without"",""collapsing"",""them""]}",Before/after and duration order events without collapsing them into one tense.,L077,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-W-EVT-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TIME-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TIME-003,"[""yesterday"",""today"",""tomorrow"",""deictic"",""time"",""past"",""future"",""taught""]","{""en-US"":[""yesterday"",""today"",""tomorrow"",""deictic"",""time"",""past"",""future"",""taught""]}",Yesterday/today/tomorrow are deictic time frames; past and future are taught separately rather than as C071's three-way bundle.,L080,"[""LEX-W-TIME-002"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TIME-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TIME-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TIME-004,"[""age"",""generations"",""relate"",""individuals"",""elapsed"",""time"",""without"",""defining""]","{""en-US"":[""age"",""generations"",""relate"",""individuals"",""elapsed"",""time"",""without"",""defining""]}",Age and generations relate individuals to elapsed time without defining identity.,L083,"[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TIME-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-TRN-001,"[""physical"",""transportation""]","{""en-US"":[""physical"",""transportation""]}",Physical transportation. People can change physical location using different means; Emma may travel by bus and Taro by bicycle.,L038,"[""LEX-P-ID-001"",""LEX-P-ASP-001"",""LEX-P-DET-002"",""LEX-W-EVT-001"",""LEX-P-REL-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-TRN-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
