lesson_id,topic,primary_frontier,world_objectives,foreground_point,staged_gates,frontier_lexemes,frontier_lexeme_bundle_ids,required_lexeme_bundle_ids,required_points,required_response_forms,introduced_response_forms,required_discourse_operations,introduced_discourse_operations,surface_language_contract,rehearsal_transfer_targets,prerequisite_lesson_ids,characters,locations,canonical_chronology_event,canonical_first_meeting_pairs,exercise_scope,grounding_modes,picture_book_status,evaluation_targets,source_provenance,estimated_minutes,learning_objectives,point_definition
L022,imperative instructions,POINT_FRONTIER,"[{""world_id"":""W-EVT-002"",""status"":""EST""}]","{""point_ids"":[""P-IMP-001""],""status"":""NEW""}",[],"[""imperative"",""instructions""]","[""LEX-P-IMP-001""]","[""LEX-W-EVT-002"",""LEX-P-ASP-001""]","[""P-ASP-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-IMP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-NEG-001"",""P-Q-006"",""P-FREQ-001"",""W-EVT-002""]","[""L020"",""L015""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C031""]",30,"[""imperative instructions.""]",imperative instructions.
L023,procedural query/explanation: How,POINT_FRONTIER,"[{""world_id"":""W-EVT-002"",""status"":""EST""}]","{""point_ids"":[""P-SEQ-001""],""status"":""NEW""}",[],"[""How...? First/next/then/finally""]","[""LEX-P-SEQ-001""]","[""LEX-W-EVT-002"",""LEX-P-IMP-001""]","[""P-IMP-001""]",[],"[""RF-SEQUENCE""]",[],"[""DO-SEQUENCE""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-SEQ-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-Q-006"",""P-FREQ-001"",""W-EVT-002"",""P-IMP-001""]","[""L020"",""L022""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C032"",""SYN""]",30,"[""procedural query/explanation: `How...? First/next/then/finally`.""]",procedural query/explanation: `How...? First/next/then/finally`.
L024,Ownership/belonging,WORLD_FRONTIER,"[{""world_id"":""W-OBJ-002"",""status"":""NEW""}]","{""point_ids"":[""P-DET-002""],""status"":""EST""}",[],"[""ownership"",""belonging""]","[""LEX-W-OBJ-002""]","[""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-ID-001"",""LEX-P-TNS-002""]","[""P-DET-002"",""P-PRON-001"",""P-ID-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-OBJ-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-FREQ-001"",""W-EVT-002"",""P-IMP-001"",""P-SEQ-001""]","[""L003"",""L004"",""L006"",""L000"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C007"",""C008"",""C143""]",30,"[""Ownership/belonging. An object can belong to a person or other recognized owner; owner and object are distinct.""]",Definite `the` for identifiable referent.
L025,Possessives my/your/his/her/,POINT_FRONTIER,"[{""world_id"":""W-OBJ-002"",""status"":""EST""}]","{""point_ids"":[""P-POSS-001""],""status"":""NEW""}",[],"[""my/your/his/her/..."",""'s""]","[""LEX-P-POSS-001""]","[""LEX-W-OBJ-002"",""LEX-P-ID-001"",""LEX-P-NUM-001""]","[""P-ID-001"",""P-NUM-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-POSS-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-EVT-002"",""P-IMP-001"",""P-SEQ-001"",""W-OBJ-002""]","[""L024"",""L000"",""L005""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C008""]",30,"[""Possessives `my/your/his/her/...` and `'s`.""]",Possessives `my/your/his/her/...` and `'s`.
L026,Communication device,WORLD_FRONTIER,"[{""world_id"":""W-TEC-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""Gran"",""Gran's phone"",""phone"",""device"",""communicates through""]","[""LEX-W-TEC-001""]","[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-TEC-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-IMP-001"",""P-SEQ-001"",""W-OBJ-002"",""P-POSS-001""]","[""L001"",""L000"",""L002"",""L004"",""L006""]","[""CHAR-GRAN"",""CHAR-ERROL"",""CHAR-EMMA""]","[""LOC-GRANS-HOUSE""]",INTRODUCE-CHAR-GRAN; INTRODUCE-LOC-GRANS-HOUSE,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C164"",""C165"",""V2"",""SYN""]",30,"[""Communication device. Errol communicates through Gran's phone; the phone is an ordinary device and is not Errol.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L027,Representation vs referent,WORLD_FRONTIER,"[{""world_id"":""W-REP-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""symbol"",""icon"",""picture"",""represents"",""is not""]","[""LEX-W-REP-001""]","[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-003"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-ID-001"",""P-DET-003"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-REP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-SEQ-001"",""W-OBJ-002"",""P-POSS-001"",""W-TEC-001""]","[""L001"",""L000"",""L007"",""L004"",""L006""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C128"",""C166"",""C180"",""C186"",""SYN""]",30,"[""Representation vs referent. An icon or picture may represent Errol without being Errol.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L028,represents/stands for,POINT_FRONTIER,"[{""world_id"":""W-REP-001"",""status"":""EST""}]","{""point_ids"":[""P-REP-001""],""status"":""NEW""}",[],"[""represents/stands for""]","[""LEX-P-REP-001""]","[""LEX-W-REP-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""P-ID-001"",""P-DET-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-REP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-OBJ-002"",""P-POSS-001"",""W-TEC-001"",""W-REP-001""]","[""L027"",""L000"",""L004""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C128"",""C166"",""C186""]",30,"[""`represents/stands for`.""]",`represents/stands for`.
L029,Sender–message–receiver,WORLD_FRONTIER,"[{""world_id"":""W-COM-001"",""status"":""NEW""}]","{""point_ids"":[""P-DET-002""],""status"":""EST""}",[],"[""sender"",""message"",""receiver""]","[""LEX-W-COM-001""]","[""LEX-W-TEC-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-ID-001"",""LEX-P-TNS-002""]","[""P-DET-002"",""P-PRON-001"",""P-ID-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COM-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-POSS-001"",""W-TEC-001"",""W-REP-001"",""P-REP-001""]","[""L026"",""L004"",""L006"",""L000"",""L016""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""SEQUENCE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C164"",""C165""]",30,"[""Sender–message–receiver. Communication can involve a sender, transferable message, and receiver.""]",Definite `the` for identifiable referent.
L030,"Transfer roles: send X to Y, receive X from Y",POINT_FRONTIER,"[{""world_id"":""W-COM-001"",""status"":""EST""}]","{""point_ids"":[""P-COM-001""],""status"":""NEW""}",[],"[""send X to Y"",""receive X from Y""]","[""LEX-P-COM-001""]","[""LEX-W-COM-001"",""LEX-P-ID-001""]","[""P-ID-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-COM-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-TEC-001"",""W-REP-001"",""P-REP-001"",""W-COM-001""]","[""L029"",""L000""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C165""]",30,"[""Transfer roles: `send X to Y`, `receive X from Y`.""]","Transfer roles: `send X to Y`, `receive X from Y`."
L031,Mind transfer vs message transfer,WORLD_FRONTIER,"[{""world_id"":""W-ONT-002"",""status"":""NEW""}]","{""point_ids"":[""P-COM-001""],""status"":""EST""}",[],"[""data transfer"",""Errol travels"",""message travels"",""different events""]","[""LEX-W-ONT-002""]","[""LEX-W-ONT-001"",""LEX-W-COM-001"",""LEX-P-COM-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""P-COM-001"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ONT-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-REP-001"",""P-REP-001"",""W-COM-001"",""P-COM-001""]","[""L001"",""L029"",""L030"",""L000"",""L004"",""L006""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C164"",""C165"",""C166"",""C167"",""C168"",""C169"",""C170"",""SYN""]",30,"[""Mind transfer vs message transfer. Errol may travel by data transfer; a message may travel without Errol traveling. These are distinct events.""]","Transfer roles: `send X to Y`, `receive X from Y`."
L032,by as means/channel,POINT_FRONTIER,"[{""world_id"":""W-ONT-002"",""status"":""EST""}]","{""point_ids"":[""P-REL-001""],""status"":""NEW""}",[],"[""by""]","[""LEX-P-REL-001""]","[""LEX-W-ONT-002"",""LEX-P-ID-001""]","[""P-ID-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-REL-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-REP-001"",""W-COM-001"",""P-COM-001"",""W-ONT-002""]","[""L031"",""L000""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C017"",""C164""]",30,"[""`by` as means/channel.""]",`by` as means/channel.
L033,Communication breakdown,WORLD_FRONTIER,"[{""world_id"":""W-SOC-002"",""status"":""NEW""}]","{""point_ids"":[""P-COM-001""],""status"":""EST""}",[],"[""understand"",""does not understand"",""communication breakdown""]","[""LEX-W-SOC-002""]","[""LEX-W-COM-001"",""LEX-P-COM-001"",""LEX-P-NEG-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""P-COM-001"",""P-NEG-001"",""P-ID-001"",""P-DET-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-SOC-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COM-001"",""P-COM-001"",""W-ONT-002"",""P-REL-001""]","[""L029"",""L030"",""L017"",""L000"",""L004""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIALOGUE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""V2"",""SYN""]",30,"[""Communication breakdown. A hearer/reader may fail to understand even when a message was produced; participants can notice the failure.""]","Transfer roles: `send X to Y`, `receive X from Y`."
L034,Repair/clarification: I don't understand; What does X mean?; Can you say that another way?,POINT_FRONTIER,"[{""world_id"":""W-SOC-002"",""status"":""EST""}]","{""point_ids"":[""P-SOC-004""],""status"":""NEW""}",[],"[""I don't understand"",""What does X mean?"",""Can you say that another way?""]","[""LEX-P-SOC-004""]","[""LEX-W-SOC-002"",""LEX-P-Q-001"",""LEX-P-ID-001""]","[""P-Q-001"",""P-ID-001""]","[""RF-WHO-IDENTITY"",""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]","[""RF-CLARIFICATION""]","[""DO-IDENTIFY""]","[""DO-REPAIR""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-SOC-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-COM-001"",""W-ONT-002"",""P-REL-001"",""W-SOC-002""]","[""L033"",""L000""]","[""CHAR-ERROL"",""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIALOGUE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""V2"",""SYN""]",30,"[""Repair/clarification: `I don't understand`; `What does X mean?`; `Can you say that another way?`""]",Repair/clarification: `I don't understand`; `What does X mean?`; `Can you say that another way?`
L035,Tools and designed functions,WORLD_FRONTIER,"[{""world_id"":""W-TEC-002"",""status"":""NEW""}]","{""point_ids"":[""P-DET-002""],""status"":""EST""}",[],"[""tools"",""designed"",""functions""]","[""LEX-W-TEC-002""]","[""LEX-W-OBJ-001"",""LEX-W-TEC-001"",""LEX-P-DET-002"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-PRON-001""]","[""P-DET-002"",""P-TNS-002"",""P-ID-001"",""P-PRON-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-TEC-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ONT-002"",""P-REL-001"",""W-SOC-002"",""P-SOC-004""]","[""L003"",""L026"",""L004"",""L016"",""L000"",""L006""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING"",""LOC-WORKSHOP""]",INTRODUCE-LOC-WORKSHOP,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C018"",""C019""]",30,"[""Tools and designed functions. A tool is an object used to perform an action or purpose; the tool is distinct from the user and result.""]",Definite `the` for identifiable referent.
L036,with as instrument,POINT_FRONTIER,"[{""world_id"":""W-TEC-002"",""status"":""EST""}]","{""point_ids"":[""P-INST-001""],""status"":""NEW""}",[],"[""with""]","[""LEX-P-INST-001""]","[""LEX-W-TEC-002"",""LEX-P-DET-002""]","[""P-DET-002""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-INST-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-REL-001"",""W-SOC-002"",""P-SOC-004"",""W-TEC-002""]","[""L035"",""L004""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C018""]",30,"[""`with` as instrument.""]",`with` as instrument.
L037,used to + verb / used for + -ing,POINT_FRONTIER,"[{""world_id"":""W-TEC-002"",""status"":""EST""}]","{""point_ids"":[""P-FUNC-001""],""status"":""NEW""}",[],"[""used to + verb"",""used for + -ing""]","[""LEX-P-FUNC-001""]","[""LEX-W-TEC-002"",""LEX-P-INST-001""]","[""P-INST-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-FUNC-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-SOC-002"",""P-SOC-004"",""W-TEC-002"",""P-INST-001""]","[""L035"",""L036""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C019""]",30,"[""`used to + verb` / `used for + -ing`.""]",`used to + verb` / `used for + -ing`.
